guarded_log: /Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: started pid=35429 mode=quiet
run_guarded: running elapsed=1h45m09s idle=57s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=1h50m09s idle=55s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=1h55m09s idle=53s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h00m09s idle=51s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h05m10s idle=49s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h10m10s idle=46s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h15m10s idle=0s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h20m11s idle=26s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h25m12s idle=21s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h30m13s idle=18s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h35m14s idle=14s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h40m14s idle=10s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h45m14s idle=5s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h50m15s idle=2s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=2h55m16s idle=1m15s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h00m17s idle=1m13s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h05m17s idle=1m10s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h10m17s idle=1m07s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h15m18s idle=1m05s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h20m19s idle=1m03s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h25m20s idle=1m01s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h30m20s idle=58s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h35m20s idle=56s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h40m21s idle=54s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h45m22s idle=52s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h50m22s idle=50s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: running elapsed=3h55m23s idle=48s log=/Users/andy/Desktop/P4P/P4P_knowledgeWiki/PyAnsys/output/enthalpy_sweep_single_verify_20260618/logs/full_sweep_single_verify.log
run_guarded: exited code=1 elapsed=3h55m59s
